1-0	1-nsubj	1-nsubj
1-1	20-root	20-root
1-2	11-mark	11-mark
1-3	11-aux	11-aux
1-4	5-amod	5-amod
1-5	11-nsubj	11-nmod
1-6	7-case	7-case
1-7	5-nmod	5-nmod
1-8	10-case	11-advmod
1-9	10-nummod	10-nummod
1-10	11-nmod	11-nmod
1-11	1-ccomp	20-root
1-12	11-dobj	20-root
1-13	12-nmod	12-nmod
1-14	5-punct	15-punct
1-15	18-advmod	18-advmod
1-16	17-discourse	18-mark
1-17	5-cc	18-cc
1-18	5-conj	12-nmod
1-19	1-punct	12-punct

2-0	1-nmod	1-amod
2-1	2-nsubj	2-nmod
2-2	11-root	11-root
2-3	2-aux	4-aux
2-4	2-xcomp	11-root
2-5	4-dobj	4-nmod
2-6	7-case	7-case
2-7	5-nmod	5-nmod
2-8	7-compound	7-cc
2-9	10-compound	5-nmod
2-10	7-compound	4-nmod

3-0	2-nummod	2-amod
3-1	2-amod	2-amod
3-2	6-nsubj	32-root
3-3	4-case	4-case
3-4	2-nmod	2-nmod
3-5	6-cop	11-aux
3-6	32-root	11-nsubj
3-7	11-mark	11-nsubj
3-8	11-dobj	11-nsubj
3-9	11-cop	11-aux
3-10	11-advmod	11-advmod
3-11	6-acl	4-amod
3-12	20-mark	32-mark
3-13	20-nsubj	32-root
3-14	19-mark	32-root
3-15	16-amod	16-amod
3-16	19-nsubjpass	32-root
3-17	19-neg	32-root
3-18	19-auxpass	32-aux
3-19	13-acl	32-root
3-20	11-csubj	19-conj
3-21	20-xcomp	22-aux
3-22	21-xcomp	24-amod
3-23	24-case	24-case
3-24	22-nmod	20-nmod
3-25	22-punct	20-punct
3-26	22-conj	27-amod
3-27	26-dobj	20-nmod
3-28	22-cc	27-cc
3-29	30-amod	30-advmod
3-30	22-conj	27-amod
3-31	6-punct	19-punct

4-0	2-nsubj	2-nsubj
4-1	2-cop	2-aux
4-2	41-root	27-nsubj
4-3	4-punct	2-punct
4-4	2-nmod	27-nsubj
4-5	4-nmod	4-nmod
4-6	4-punct	27-punct
4-7	9-mark	27-nsubj
4-8	9-cop	27-aux
4-9	4-acl	27-nsubj
4-10	9-nsubj	27-nsubj
4-11	10-nmod	10-nmod
4-12	13-cc	13-case
4-13	10-nmod	10-nmod
4-14	17-punct	27-punct
4-15	17-mark	27-nsubj
4-16	17-cop	27-aux
4-17	2-parataxis	27-nsubj
4-18	20-case	20-case
4-19	20-amod	20-amod
4-20	17-nmod	17-nmod
4-21	22-punct	17-punct
4-22	20-nmod	17-nmod
4-23	22-punct	17-punct
4-24	2-punct	17-punct
4-25	2-punct	17-punct
4-26	27-punct	27-punct
4-27	2-parataxis	41-root
4-28	27-aux	32-aux
4-29	30-case	31-case
4-30	27-nmod	31-nummod
4-31	27-nsubj	32-name
4-32	31-name	27-nmod
4-33	34-punct	27-punct
4-34	31-appos	41-root
4-35	34-nmod	36-amod
4-36	35-nmod	41-root
4-37	36-compound	41-root
4-38	39-compound	39-amod
4-39	37-compound	37-nmod
4-40	2-punct	37-punct

5-0	8-nsubj	3-nsubj
5-1	8-aux	3-aux
5-2	3-case	3-case
5-3	8-nmod	8-nsubj
5-4	6-punct	3-punct
5-5	6-nummod	6-nummod
5-6	3-parataxis	3-nmod
5-7	6-punct	3-punct
5-8	39-root	39-root
5-9	8-dobj	8-dobj
5-10	11-case	11-case
5-11	9-nmod	27-nsubj
5-12	11-nmod	11-nmod
5-13	14-nmod	27-nsubj
5-14	12-nmod	27-nsubj
5-15	16-case	16-case
5-16	14-nmod	27-nsubj
5-17	19-amod	19-amod
5-18	19-amod	19-amod
5-19	11-dobj	27-nsubj
5-20	19-nmod	19-nmod
5-21	22-punct	19-punct
5-22	19-appos	19-nmod
5-23	22-punct	19-punct
5-24	25-case	25-case
5-25	27-mark	27-nsubj
5-26	27-nsubj	27-nsubj
5-27	19-acl	8-conj
5-28	33-mark	39-mark
5-29	33-aux	39-aux
5-30	31-case	31-case
5-31	33-nmod	39-root
5-32	33-auxpass	37-aux
5-33	27-ccomp	37-amod
5-34	37-case	37-case
5-35	37-amod	37-amod
5-36	37-advmod	37-advmod
5-37	33-nmod	31-nmod
5-38	8-punct	31-punct

6-0	3-discourse	18-advmod
6-1	3-case	3-case
6-2	3-amod	3-amod
6-3	11-parataxis	18-nmod
6-4	5-det	5-nsubj
6-5	3-nmod	3-nmod
6-6	3-punct	7-punct
6-7	9-amod	9-amod
6-8	9-amod	9-amod
6-9	11-nsubj	18-nmod
6-10	9-appos	9-nmod
6-11	26-root	12-amod
6-12	11-dobj	9-nmod
6-13	14-punct	9-punct
6-14	12-appos	9-nmod
6-15	14-punct	9-punct
6-16	14-name	9-nmod
6-17	18-punct	18-punct
6-18	11-parataxis	26-root
6-19	18-compound	26-root
6-20	18-nsubj	26-root
6-21	20-nmod	26-root
6-22	21-nmod	21-nmod
6-23	24-case	24-case
6-24	22-nmod	22-nmod
6-25	11-punct	21-punct

7-0	1-dobj	1-nsubj
7-1	23-root	23-root
7-2	3-case	3-case
7-3	1-nmod	1-nmod
7-4	6-mark	6-nsubj
7-5	6-compound	6-nsubj
7-6	3-acl	23-root
7-7	6-nsubj	19-nmod
7-8	9-amod	9-amod
7-9	7-nmod	19-nmod
7-10	9-nmod	9-nmod
7-11	15-case	12-case
7-12	15-amod	10-amod
7-13	12-cc	12-cc
7-14	12-conj	15-amod
7-15	7-nmod	12-nmod
7-16	1-punct	12-punct
7-17	1-punct	9-punct
7-18	19-punct	19-punct
7-19	1-parataxis	23-root
7-20	19-aux	21-aux
7-21	19-nsubj	19-nmod
7-22	1-punct	19-punct

8-0	3-advmod	13-root
8-1	3-discourse	0-cc
8-2	3-case	3-case
8-3	7-nmod	13-root
8-4	5-amod	5-amod
8-5	3-nmod	3-nmod
8-6	3-punct	13-punct
8-7	13-root	13-root
8-8	7-cop	13-aux
8-9	10-amod	10-amod
8-10	7-nsubj	13-root
8-11	10-nmod	10-nmod
8-12	7-punct	10-punct

9-0	2-parataxis	16-root
9-1	0-punct	16-punct
9-2	16-root	16-root
9-3	2-cop	16-aux
9-4	2-advmod	16-root
9-5	2-nsubj	16-root
9-6	7-nmod	16-root
9-7	5-nmod	16-root
9-8	7-compound	7-nmod
9-9	11-compound	11-case
9-10	11-compound	11-amod
9-11	7-compound	7-nmod
9-12	13-case	13-case
9-13	5-nmod	16-root
9-14	13-appos	13-nmod
9-15	2-punct	13-punct

10-0	1-amod	1-amod
10-1	2-nsubj	2-nsubj
10-2	16-root	16-root
10-3	7-mark	7-mark
10-4	7-aux	7-aux
10-5	6-amod	6-amod
10-6	7-nsubj	7-nmod
10-7	2-ccomp	16-root
10-8	9-compound	9-nummod
10-9	10-nummod	16-root
10-10	7-dobj	9-nmod
10-11	13-case	13-case
10-12	13-amod	13-amod
10-13	7-nmod	9-nmod
10-14	15-case	15-case
10-15	13-nmod	9-nmod

11-0	8-nsubj	8-nmod
11-1	8-aux	3-aux
11-2	3-case	3-case
11-3	8-nmod	0-nmod
11-4	6-punct	0-punct
11-5	6-nummod	6-nummod
11-6	3-parataxis	0-nmod
11-7	6-punct	0-punct
11-8	30-root	30-root
11-9	8-dobj	20-nsubj
11-10	9-nmod	9-nmod
11-11	12-mwe	20-mark
11-12	20-mark	20-mark
11-13	20-aux	20-aux
11-14	15-amod	15-amod
11-15	20-nsubj	20-nsubj
11-16	15-nmod	20-nsubj
11-17	16-nmod	19-name
11-18	15-appos	19-name
11-19	18-name	20-nsubj
11-20	8-advcl	30-root
11-21	22-amod	22-amod
11-22	20-dobj	20-dobj
11-23	24-case	24-case
11-24	22-nmod	30-root
11-25	24-nmod	24-nmod
11-26	28-case	27-case
11-27	28-det	28-nsubj
11-28	24-nmod	24-nmod
11-29	8-punct	24-punct

12-0	3-nsubj	16-root
12-1	3-cop	16-aux
12-2	3-case	3-case
12-3	16-root	16-root
12-4	9-mark	16-root
12-5	9-cop	16-aux
12-6	7-amod	7-amod
12-7	9-nsubj	16-root
12-8	9-discourse	9-advmod
12-9	3-acl	7-amod
12-10	12-case	11-case
12-11	12-nmod	16-root
12-12	9-nmod	16-root
12-13	14-case	14-case
12-14	12-nmod	12-nmod
12-15	3-punct	12-punct

13-0	10-nsubj	10-nmod
13-1	2-case	2-case
13-2	0-nmod	10-nmod
13-3	2-nmod	2-nmod
13-4	5-case	5-case
13-5	0-nmod	3-nmod
13-6	5-cc	5-cc
13-7	5-conj	3-nmod
13-8	10-advmod	10-advmod
13-9	10-aux	10-aux
13-10	14-root	12-cop
13-11	10-xcomp	12-aux
13-12	11-xcomp	14-root
13-13	10-punct	12-punct

14-0	10-nsubj	10-nmod
14-1	2-compound	2-amod
14-2	0-nmod	0-nmod
14-3	4-case	4-case
14-4	2-nmod	2-nmod
14-5	4-compound	4-cc
14-6	7-compound	10-nsubj
14-7	4-compound	10-nsubj
14-8	0-appos	10-nsubj
14-9	8-name	10-nsubj
14-10	28-root	28-root
14-11	10-aux	28-aux
14-12	13-nummod	13-nummod
14-13	10-nmod	28-root
14-14	18-mark	28-mark
14-15	18-cop	28-aux
14-16	17-det	28-root
14-17	18-nsubj	28-root
14-18	10-ccomp	28-root
14-19	20-amod	20-amod
14-20	18-nmod	18-nmod
14-21	20-cc	20-cc
14-22	20-conj	28-root
14-23	24-amod	24-amod
14-24	22-nmod	22-nmod
14-25	26-case	26-case
14-26	24-nmod	24-nmod
14-27	10-punct	22-punct

15-0	2-mark	2-nsubj
15-1	2-compound	2-nsubj
15-2	18-parataxis	8-advcl
15-3	2-dobj	2-nmod
15-4	5-case	5-case
15-5	3-nmod	3-nmod
15-6	8-mark	8-nsubj
15-7	8-aux	8-aux
15-8	3-acl	35-root
15-9	8-xcomp	35-root
15-10	8-nsubj	9-nmod
15-11	10-cc	10-cc
15-12	13-nummod	18-nsubj
15-13	10-conj	18-nsubj
15-14	13-appos	13-nmod
15-15	2-punct	18-punct
15-16	18-nsubj	18-nsubj
15-17	18-aux	18-aux
15-18	35-root	35-root
15-19	18-dobj	18-dobj
15-20	21-compound	21-case
15-21	19-compound	18-dobj
15-22	23-compound	23-case
15-23	21-compound	21-nmod
15-24	27-punct	27-punct
15-25	27-mark	27-nsubj
15-26	27-nsubj	27-nsubj
15-27	19-acl	35-root
15-28	27-dobj	27-dobj
15-29	28-cc	28-cc
15-30	28-conj	27-dobj
15-31	33-case	33-case
15-32	33-amod	33-amod
15-33	27-nmod	30-nmod
15-34	18-punct	27-punct

16-0	2-amod	44-root
16-1	3-aux	3-aux
16-2	3-nsubj	3-nsubj
16-3	44-root	0-conj
16-4	5-advmod	6-advmod
16-5	6-nummod	6-nummod
16-6	3-dobj	3-dobj
16-7	8-punct	3-punct
16-8	6-appos	3-dobj
16-9	10-case	10-case
16-10	8-nmod	44-root
16-11	10-nmod	10-nmod
16-12	14-case	14-case
16-13	14-amod	14-amod
16-14	11-nmod	11-nmod
16-15	10-cc	14-cc
16-16	10-conj	10-nmod
16-17	18-case	18-case
16-18	16-nmod	10-nmod
16-19	8-punct	44-punct
16-20	21-discourse	44-mark
16-21	8-cc	22-cc
16-22	8-conj	44-root
16-23	25-case	25-case
16-24	25-amod	25-amod
16-25	22-nmod	22-nmod
16-26	28-case	28-case
16-27	28-amod	28-amod
16-28	25-nmod	44-root
16-29	30-amod	30-amod
16-30	28-nmod	28-nmod
16-31	28-cc	30-cc
16-32	28-conj	44-root
16-33	32-nmod	44-root
16-34	32-nmod	33-nmod
16-35	36-case	36-case
16-36	25-nmod	44-root
16-37	36-nmod	36-nmod
16-38	42-amod	37-amod
16-39	38-cc	38-cc
16-40	41-nummod	42-amod
16-41	38-conj	42-amod
16-42	37-nmod	37-nmod
16-43	3-punct	36-punct

17-0	12-root	12-root
17-1	0-compound	7-nsubj
17-2	0-dobj	7-nmod
17-3	7-mark	7-nsubj
17-4	7-aux	7-aux
17-5	7-compound	7-nsubj
17-6	7-dobj	7-nmod
17-7	2-acl	12-root
17-8	7-nsubj	12-root
17-9	10-amod	10-amod
17-10	8-nmod	8-nmod
17-11	0-punct	8-punct

18-0	2-nsubj	2-nsubj
18-1	2-aux	2-aux
18-2	13-root	13-root
18-3	4-amod	4-amod
18-4	2-dobj	13-root
18-5	4-nmod	13-root
18-6	2-iobj	13-root
18-7	6-nmod	6-nmod
18-8	6-acl	11-amod
18-9	11-case	11-case
18-10	11-amod	11-amod
18-11	8-nmod	6-nmod
18-12	2-punct	6-punct

19-0	43-root	43-root
19-1	0-compound	5-nsubj
19-2	24-mark	5-mark
19-3	24-aux	5-aux
19-4	5-amod	5-amod
19-5	24-nsubj	0-dobj
19-6	10-punct	10-punct
19-7	10-mark	10-nsubj
19-8	10-aux	10-aux
19-9	10-compound	10-nsubj
19-10	5-acl	0-conj
19-11	12-case	12-case
19-12	10-nmod	10-nmod
19-13	10-nmod	14-advmod
19-14	13-nmod	10-nmod
19-15	17-mark	17-mark
19-16	17-aux	17-aux
19-17	10-advcl	43-root
19-18	19-nummod	19-nummod
19-19	17-dobj	24-nsubj
19-20	19-nmod	24-nsubj
19-21	22-compound	22-amod
19-22	20-nmod	20-nmod
19-23	10-punct	20-punct
19-24	0-csubj	43-root
19-25	26-amod	26-amod
19-26	24-dobj	24-dobj
19-27	28-case	28-case
19-28	30-mark	30-nsubj
19-29	30-compound	30-nsubj
19-30	26-acl	24-conj
19-31	34-punct	30-punct
19-32	34-punct	30-punct
19-33	34-amod	34-amod
19-34	30-nsubj	30-dobj
19-35	34-punct	30-punct
19-36	34-punct	30-punct
19-37	34-nmod	30-dobj
19-38	37-cc	37-cc
19-39	41-nmod	41-nsubj
19-40	41-amod	41-amod
19-41	37-conj	37-nmod
19-42	0-punct	24-punct

20-0	2-discourse	2-cc
20-1	0-punct	2-punct
20-2	35-root	35-root
20-3	2-mark	9-mark
20-4	5-det	9-nsubj
20-5	2-nsubj	9-nmod
20-6	5-nmod	9-nmod
20-7	6-nmod	6-nmod
20-8	9-advmod	9-advmod
20-9	2-xcomp	2-conj
20-10	9-dobj	28-nsubj
20-11	31-mark	28-advmod
20-12	31-cop	28-aux
20-13	14-amod	14-amod
20-14	31-nsubj	28-nsubj
20-15	14-nmod	14-nmod
20-16	14-punct	14-punct
20-17	14-conj	28-nsubj
20-18	17-nmod	17-nmod
20-19	18-cc	18-cc
20-20	18-conj	18-nmod
20-21	14-cc	20-cc
20-22	14-conj	28-nsubj
20-23	22-nmod	22-nmod
20-24	26-case	26-case
20-25	26-nummod	26-nummod
20-26	22-nmod	23-nmod
20-27	28-mark	28-nsubj
20-28	22-acl	2-ccomp
20-29	28-xcomp	2-conj
20-30	31-advmod	29-cc
20-31	2-advcl	35-root
20-32	33-amod	33-amod
20-33	31-nmod	31-nmod
20-34	2-punct	31-punct

21-0	4-punct	4-punct
21-1	4-punct	4-punct
21-2	4-nsubj	4-nsubj
21-3	4-cop	4-aux
21-4	36-root	7-amod
21-5	4-punct	4-punct
21-6	7-det	7-amod
21-7	8-nsubj	8-nsubj
21-8	4-conj	36-root
21-9	12-punct	21-punct
21-10	12-mark	21-nsubj
21-11	12-cop	21-aux
21-12	4-parataxis	21-nsubj
21-13	14-case	14-case
21-14	21-mark	17-nsubj
21-15	21-dobj	17-nsubj
21-16	21-aux	17-aux
21-17	19-amod	12-amod
21-18	19-punct	17-punct
21-19	21-nsubj	12-nmod
21-20	19-punct	21-punct
21-21	12-acl	8-ccomp
21-22	23-mark	23-mark
21-23	21-ccomp	8-conj
21-24	25-case	25-case
21-25	23-nmod	23-nmod
21-26	27-nmod	27-nmod
21-27	25-nmod	25-nmod
21-28	21-punct	23-punct
21-29	21-cc	23-cc
21-30	32-nsubj	32-nsubj
21-31	32-aux	32-aux
21-32	21-conj	8-ccomp
21-33	32-xcomp	8-conj
21-34	33-advmod	33-advmod
21-35	4-punct	8-punct

22-0	2-nsubj	2-nsubj
22-1	2-aux	2-aux
22-2	10-root	10-root
22-3	2-dobj	2-nmod
22-4	2-cc	2-cc
22-5	2-conj	10-root
22-6	5-dobj	5-dobj
22-7	8-case	8-case
22-8	5-nmod	6-nmod
22-9	2-punct	5-punct

23-0	1-nsubj	1-nsubj
23-1	8-root	8-root
23-2	1-dobj	8-root
23-3	2-nmod	2-nmod
23-4	6-case	6-case
23-5	6-amod	6-amod
23-6	2-nmod	2-nmod
23-7	1-punct	2-punct

24-0	8-dobj	8-nsubj
24-1	8-aux	3-aux
24-2	3-case	3-case
24-3	8-nmod	0-nmod
24-4	6-punct	0-punct
24-5	6-nummod	6-nummod
24-6	3-parataxis	0-nmod
24-7	6-punct	0-punct
24-8	18-root	18-root
24-9	8-nsubj	8-dobj
24-10	11-case	11-case
24-11	9-nmod	18-root
24-12	11-nmod	18-root
24-13	12-nmod	18-root
24-14	9-appos	16-name
24-15	14-compound	16-name
24-16	14-compound	13-nmod
24-17	8-punct	13-punct

25-0	6-nsubj	6-nsubj
25-1	0-nmod	0-nmod
25-2	1-cc	1-cc
25-3	1-conj	6-nsubj
25-4	0-appos	5-name
25-5	4-name	3-nmod
25-6	29-root	13-advcl
25-7	13-mark	9-mark
25-8	13-compound	9-nsubj
25-9	13-nsubj	6-dobj
25-10	9-cc	9-cc
25-11	9-conj	6-nmod
25-12	13-neg	13-mark
25-13	6-ccomp	29-root
25-14	13-xcomp	13-ccomp
25-15	16-mark	16-mark
25-16	14-ccomp	29-root
25-17	18-amod	18-amod
25-18	16-dobj	16-dobj
25-19	6-punct	16-punct
25-20	6-cc	16-cc
25-21	6-conj	16-conj
25-22	27-mark	27-mark
25-23	27-aux	27-aux
25-24	25-nmod	27-nsubj
25-25	27-nsubjpass	27-nsubj
25-26	27-auxpass	27-aux
25-27	21-ccomp	21-conj
25-28	6-punct	16-punct

26-0	5-nsubj	5-nsubj
26-1	2-amod	2-amod
26-2	0-nmod	5-nsubj
26-3	4-compound	4-amod
26-4	2-nmod	5-nsubj
26-5	11-root	11-root
26-6	8-mark	8-advmod
26-7	8-aux	8-aux
26-8	5-advcl	11-root
26-9	8-dobj	8-nmod
26-10	5-punct	8-punct

27-0	1-amod	1-amod
27-1	8-nsubj	23-nsubj
27-2	8-cop	8-aux
27-3	8-aux	8-aux
27-4	6-punct	6-punct
27-5	6-case	6-case
27-6	8-parataxis	8-nsubj
27-7	6-punct	6-punct
27-8	32-root	1-amod
27-9	10-case	10-case
27-10	8-nmod	23-nsubj
27-11	12-det	12-amod
27-12	10-nmod	23-nsubj
27-13	14-amod	14-amod
27-14	12-nmod	12-nmod
27-15	10-acl	14-amod
27-16	17-case	17-case
27-17	15-nmod	12-nmod
27-18	19-case	19-case
27-19	17-nmod	12-nmod
27-20	23-punct	23-punct
27-21	23-mark	23-mark
27-22	23-aux	23-aux
27-23	8-advcl	32-root
27-24	23-xcomp	32-root
27-25	26-amod	26-amod
27-26	24-dobj	24-dobj
27-27	29-case	28-case
27-28	29-nmod	32-root
27-29	26-nmod	32-root
27-30	29-nmod	29-nmod
27-31	8-punct	29-punct

28-0	1-nsubj	1-nsubj
28-1	25-root	25-root
28-2	4-advmod	4-case
28-3	4-compound	4-nummod
28-4	5-nummod	12-nsubj
28-5	1-nmod	4-nmod
28-6	12-punct	4-punct
28-7	8-case	8-case
28-8	12-mark	12-nsubj
28-9	12-aux	12-aux
28-10	11-nummod	11-nummod
28-11	12-nmod	12-nsubj
28-12	5-acl	1-conj
28-13	14-punct	12-punct
28-14	12-nsubj	12-nmod
28-15	14-punct	12-punct
28-16	17-case	17-case
28-17	12-nmod	12-nmod
28-18	19-nmod	25-root
28-19	17-nmod	25-root
28-20	19-appos	19-nmod
28-21	23-case	23-case
28-22	23-amod	23-amod
28-23	19-nmod	19-nmod
28-24	1-punct	19-punct

29-0	11-nsubj	13-root
29-1	0-nmod	0-nmod
29-2	0-cc	1-cc
29-3	4-amod	4-amod
29-4	0-conj	13-root
29-5	4-nmod	13-root
29-6	4-appos	11-nsubj
29-7	6-name	11-nsubj
29-8	11-cop	11-aux
29-9	11-aux	11-aux
29-10	11-amod	11-amod
29-11	13-root	5-nmod
29-12	11-punct	5-punct

30-0	16-root	8-cop
30-1	0-mark	2-advmodCOLemph
30-2	0-nsubj	0-nmod
30-3	2-punct	2-punct
30-4	2-conj	0-nmod
30-5	2-cc	4-cc
30-6	2-conj	7-nsubj
30-7	0-xcomp	8-cop
30-8	12-amod	12-amod
30-9	12-punct	8-punct
30-10	12-punct	8-punct
30-11	12-amod	12-amod
30-12	7-xcomp	16-root
30-13	12-punct	12-punct
30-14	12-punct	12-punct
30-15	0-punct	12-punct

31-0	3-advmod	3-advmod
31-1	3-case	3-case
31-2	3-nummod	3-nummod
31-3	7-nsubj	7-nmod
31-4	6-case	6-case
31-5	6-amod	6-amod
31-6	3-nmod	7-nmod
31-7	35-root	35-root
31-8	7-aux	26-aux
31-9	7-dobj	26-nsubj
31-10	13-case	13-case
31-11	13-amod	13-amod
31-12	13-amod	13-amod
31-13	7-nmod	9-nmod
31-14	16-case	16-case
31-15	16-amod	16-amod
31-16	13-nmod	26-nsubj
31-17	16-appos	16-nmod
31-18	19-punct	21-punct
31-19	16-advmod	21-advmod
31-20	21-case	21-case
31-21	19-nmod	16-nmod
31-22	19-punct	26-punct
31-23	7-cc	26-mark
31-24	26-compound	26-nsubj
31-25	26-nsubj	26-nsubj
31-26	7-conj	7-conj
31-27	28-case	28-case
31-28	26-nmod	35-root
31-29	28-appos	28-nmod
31-30	32-case	32-case
31-31	32-amod	32-amod
31-32	28-nmod	35-root
31-33	32-nmod	32-nmod
31-34	7-punct	32-punct

32-0	1-amod	1-amod
32-1	6-nsubj	3-nsubj
32-2	3-punct	1-punct
32-3	6-parataxis	10-cop
32-4	3-nsubj	3-nmod
32-5	3-punct	3-punct
32-6	12-root	10-aux
32-7	10-mark	10-nsubj
32-8	10-nsubj	10-nsubj
32-9	10-cop	10-aux
32-10	6-ccomp	12-root
32-11	6-punct	10-punct

33-0	7-punct	1-punct
33-1	7-punct	3-punct
33-2	3-mark	3-mark
33-3	7-advcl	7-advcl
33-4	5-case	5-case
33-5	3-nmod	3-nmod
33-6	3-punct	3-punct
33-7	23-root	23-root
33-8	7-xcomp	23-root
33-9	7-dobj	8-dobj
33-10	12-case	11-case
33-11	12-nummod	19-nmod
33-12	9-nmod	11-nmod
33-13	14-case	14-case
33-14	9-nmod	19-nmod
33-15	14-nmod	14-nmod
33-16	7-punct	14-punct
33-17	7-punct	14-punct
33-18	19-punct	19-punct
33-19	7-parataxis	23-root
33-20	19-aux	21-aux
33-21	19-nsubj	19-nmod
33-22	7-punct	19-punct

34-0	2-advmod	3-mark
34-1	2-cop	3-aux
34-2	13-root	3-advmod
34-3	2-nsubj	13-root
34-4	3-compound	7-nsubj
34-5	7-case	7-case
34-6	7-amod	7-amod
34-7	3-nmod	3-nmod
34-8	9-punct	3-punct
34-9	2-parataxis	13-root
34-10	11-amod	11-amod
34-11	9-nsubj	9-nmod
34-12	2-punct	9-punct

35-0	4-punct	10-punct
35-1	4-punct	10-punct
35-2	4-nsubj	10-nmod
35-3	4-cop	10-aux
35-4	12-root	6-name
35-5	4-cc	4-cc
35-6	4-conj	10-name
35-7	8-case	8-case
35-8	4-nmod	10-name
35-9	8-name	10-name
35-10	8-name	12-root
35-11	4-punct	10-punct

36-0	6-nsubj	6-nsubj
36-1	2-case	2-case
36-2	6-nmod	6-nsubj
36-3	6-aux	6-aux
36-4	6-cop	6-aux
36-5	6-amod	6-amod
36-6	15-root	9-nsubj
36-7	6-punct	6-punct
36-8	6-cc	6-cc
36-9	6-conj	15-root
36-10	13-mark	13-mark
36-11	13-aux	13-aux
36-12	13-advmod	13-advmod
36-13	9-ccomp	9-advcl
36-14	6-punct	9-punct

37-0	3-nsubjpass	36-nmod
37-1	0-nmod	36-nmod
37-2	1-nmod	36-nmod
37-3	41-root	2-amod
37-4	3-auxpass	36-aux
37-5	6-case	6-case
37-6	3-nmod	36-nmod
37-7	6-nummod	6-nummod
37-8	28-punct	14-punct
37-9	10-mwe	14-mark
37-10	28-mark	14-mark
37-11	28-auxpass	14-aux
37-12	14-amod	14-amod
37-13	14-amod	14-amod
37-14	28-nsubjpass	6-nmod
37-15	19-punct	36-punct
37-16	19-mark	36-nsubj
37-17	19-aux	36-aux
37-18	19-nsubj	36-nmod
37-19	14-acl	18-amod
37-20	21-case	21-case
37-21	19-nmod	36-nmod
37-22	21-appos	21-nmod
37-23	24-case	24-case
37-24	19-nmod	36-nmod
37-25	26-amod	26-amod
37-26	24-nmod	24-nmod
37-27	19-punct	28-punct
37-28	3-advcl	24-amod
37-29	30-case	30-case
